indicator,year,fips,location,age,vaccine,percent,population,percentPartiallyVaccinated,percentNonMedicalExemption,percentMedicalExemption,percentDiseaseHistory  
Adolescent immunizations,2021,27075,Lake,Adolescent (13 year old),HPV series completion,21.5,135,null,null,null,null
Adolescent immunizations,2021,27075,Lake,Adolescent (13 year old),HPV series initiation,43,135,null,null,null,null
Adolescent immunizations,2021,27075,Lake,Adolescent (13 year old),MenACWY,70.4,135,null,null,null,null
Adolescent immunizations,2021,27075,Lake,Adolescent (13 year old),Tdap,72.6,135,null,null,null,null
Adolescent immunizations,2021,27075,Lake,Adolescent (13 year old),Three vaccine series,21.5,135,null,null,null,null
Adolescent immunizations,2021,27075,Lake,Adolescent (19 year old),MenACWY booster,50.4,117,null,null,null,null
Adolescent immunizations,2021,27075,Lake,Adolescent (19 year old),MenB initiation,18,117,null,null,null,null
Adolescent immunizations,2022,27075,Lake,Adolescent (13 year old),HPV series completion,17,147,null,null,null,null
Adolescent immunizations,2022,27075,Lake,Adolescent (13 year old),HPV series initiation,44.9,147,null,null,null,null
Adolescent immunizations,2022,27075,Lake,Adolescent (13 year old),MenACWY,59.9,147,null,null,null,null
Adolescent immunizations,2022,27075,Lake,Adolescent (13 year old),Tdap,60.5,147,null,null,null,null
Adolescent immunizations,2022,27075,Lake,Adolescent (13 year old),Three vaccine series,17,147,null,null,null,null
Adolescent immunizations,2022,27075,Lake,Adolescent (19 year old),MenACWY booster,58.7,121,null,null,null,null
Adolescent immunizations,2022,27075,Lake,Adolescent (19 year old),MenB initiation,26.5,121,null,null,null,null
Adolescent immunizations,2023,27075,Lake  ,Adolescent (13 year old),HPV series completion,18.8,112,null,null,null,null
Adolescent immunizations,2023,27075,Lake  ,Adolescent (13 year old),HPV series initiation,45.3,112,null,null,null,null
Adolescent immunizations,2023,27075,Lake  ,Adolescent (13 year old),MenACWY,68,112,null,null,null,null
Adolescent immunizations,2023,27075,Lake  ,Adolescent (13 year old),Tdap,69.5,112,null,null,null,null
Adolescent immunizations,2023,27075,Lake  ,Adolescent (13 year old),Three vaccine series,18,112,null,null,null,null
Adolescent immunizations,2023,27075,Lake  ,Adolescent (19 year old),MenACWY booster,51.8,112,null,null,null,null
Adolescent immunizations,2023,27075,Lake  ,Adolescent (19 year old),MenB initiation,28.6,112,null,null,null,null
Adolescent immunizations,2018,27077,Lake Of The Woods,Adolescent (13 year old),HPV series completion,4.3,47,null,null,null,null
Adolescent immunizations,2018,27077,Lake Of The Woods,Adolescent (13 year old),HPV series initiation,23.4,47,null,null,null,null
Adolescent immunizations,2018,27077,Lake Of The Woods,Adolescent (13 year old),MenACWY,68.1,47,null,null,null,null
Adolescent immunizations,2018,27077,Lake Of The Woods,Adolescent (13 year old),Tdap,66,47,null,null,null,null
Adolescent immunizations,2018,27077,Lake Of The Woods,Adolescent (13 year old),Three vaccine series,4.3,47,null,null,null,null
Adolescent immunizations,2018,27077,Lake Of The Woods,Adolescent (19 year old),MenACWY booster,30.6,49,null,null,null,null
Adolescent immunizations,2018,27077,Lake Of The Woods,Adolescent (19 year old),MenB initiation,0,49,null,null,null,null
Adolescent immunizations,2019,27077,Lake Of The Woods,Adolescent (13 year old),HPV series completion,17.9,56,null,null,null,null
Adolescent immunizations,2019,27077,Lake Of The Woods,Adolescent (13 year old),HPV series initiation,33.9,56,null,null,null,null
Adolescent immunizations,2019,27077,Lake Of The Woods,Adolescent (13 year old),MenACWY,76.8,56,null,null,null,null
Adolescent immunizations,2019,27077,Lake Of The Woods,Adolescent (13 year old),Tdap,75,56,null,null,null,null
Adolescent immunizations,2019,27077,Lake Of The Woods,Adolescent (13 year old),Three vaccine series,16.1,56,null,null,null,null
Adolescent immunizations,2019,27077,Lake Of The Woods,Adolescent (19 year old),MenACWY booster,40.4,52,null,null,null,null
Adolescent immunizations,2019,27077,Lake Of The Woods,Adolescent (19 year old),MenB initiation,1.9,52,null,null,null,null
Adolescent immunizations,2020,27077,Lake Of The Woods,Adolescent (13 year old),HPV series completion,11.1,45,null,null,null,null
Adolescent immunizations,2020,27077,Lake Of The Woods,Adolescent (13 year old),HPV series initiation,37.8,45,null,null,null,null
Adolescent immunizations,2020,27077,Lake Of The Woods,Adolescent (13 year old),MenACWY,64.4,45,null,null,null,null
Adolescent immunizations,2020,27077,Lake Of The Woods,Adolescent (13 year old),Tdap,68.9,45,null,null,null,null
Adolescent immunizations,2020,27077,Lake Of The Woods,Adolescent (13 year old),Three vaccine series,11.1,45,null,null,null,null
Adolescent immunizations,2020,27077,Lake Of The Woods,Adolescent (19 year old),MenACWY booster,26.5,49,null,null,null,null
Adolescent immunizations,2020,27077,Lake Of The Woods,Adolescent (19 year old),MenB initiation,4.1,49,null,null,null,null
Adolescent immunizations,2021,27077,Lake Of The Woods,Adolescent (13 year old),HPV series completion,6.1,49,null,null,null,null
Adolescent immunizations,2021,27077,Lake Of The Woods,Adolescent (13 year old),HPV series initiation,20.4,49,null,null,null,null
Adolescent immunizations,2021,27077,Lake Of The Woods,Adolescent (13 year old),MenACWY,69.4,49,null,null,null,null
Adolescent immunizations,2021,27077,Lake Of The Woods,Adolescent (13 year old),Tdap,63.3,49,null,null,null,null
Adolescent immunizations,2021,27077,Lake Of The Woods,Adolescent (13 year old),Three vaccine series,6.1,49,null,null,null,null
Adolescent immunizations,2021,27077,Lake Of The Woods,Adolescent (19 year old),MenACWY booster,45.3,53,null,null,null,null
Adolescent immunizations,2021,27077,Lake Of The Woods,Adolescent (19 year old),MenB initiation,20.8,53,null,null,null,null
Adolescent immunizations,2022,27077,Lake Of The Woods,Adolescent (13 year old),HPV series completion,8.7,46,null,null,null,null
Adolescent immunizations,2022,27077,Lake Of The Woods,Adolescent (13 year old),HPV series initiation,34.8,46,null,null,null,null
Adolescent immunizations,2022,27077,Lake Of The Woods,Adolescent (13 year old),MenACWY,54.4,46,null,null,null,null
Adolescent immunizations,2022,27077,Lake Of The Woods,Adolescent (13 year old),Tdap,56.5,46,null,null,null,null
Adolescent immunizations,2022,27077,Lake Of The Woods,Adolescent (13 year old),Three vaccine series,6.5,46,null,null,null,null
Adolescent immunizations,2022,27077,Lake Of The Woods,Adolescent (19 year old),MenACWY booster,35.7,56,null,null,null,null
Adolescent immunizations,2022,27077,Lake Of The Woods,Adolescent (19 year old),MenB initiation,25,56,null,null,null,null
Adolescent immunizations,2023,27077,Lake Of The Woods  ,Adolescent (13 year old),HPV series completion,5.7,82,null,null,null,null
Adolescent immunizations,2023,27077,Lake Of The Woods  ,Adolescent (13 year old),HPV series initiation,40,82,null,null,null,null
Adolescent immunizations,2023,27077,Lake Of The Woods  ,Adolescent (13 year old),MenACWY,74.3,82,null,null,null,null
Adolescent immunizations,2023,27077,Lake Of The Woods  ,Adolescent (13 year old),Tdap,71.4,82,null,null,null,null
Adolescent immunizations,2023,27077,Lake Of The Woods  ,Adolescent (13 year old),Three vaccine series,5.7,82,null,null,null,null
Adolescent immunizations,2023,27077,Lake Of The Woods  ,Adolescent (19 year old),MenACWY booster,47.6,82,null,null,null,null
Adolescent immunizations,2023,27077,Lake Of The Woods  ,Adolescent (19 year old),MenB initiation,28.1,82,null,null,null,null
Adolescent immunizations,2018,27079,Le Sueur,Adolescent (13 year old),HPV series completion,20.9,320,null,null,null,null
Adolescent immunizations,2018,27079,Le Sueur,Adolescent (13 year old),HPV series initiation,53.1,320,null,null,null,null
Adolescent immunizations,2018,27079,Le Sueur,Adolescent (13 year old),MenACWY,80,320,null,null,null,null
Adolescent immunizations,2018,27079,Le Sueur,Adolescent (13 year old),Tdap,80.6,320,null,null,null,null
Adolescent immunizations,2018,27079,Le Sueur,Adolescent (13 year old),Three vaccine series,20.6,320,null,null,null,null
Adolescent immunizations,2018,27079,Le Sueur,Adolescent (19 year old),MenACWY booster,42.2,315,null,null,null,null
Adolescent immunizations,2018,27079,Le Sueur,Adolescent (19 year old),MenB initiation,1.3,315,null,null,null,null
Adolescent immunizations,2019,27079,Le Sueur,Adolescent (13 year old),HPV series completion,21.5,339,null,null,null,null
Adolescent immunizations,2019,27079,Le Sueur,Adolescent (13 year old),HPV series initiation,60.8,339,null,null,null,null
Adolescent immunizations,2019,27079,Le Sueur,Adolescent (13 year old),MenACWY,78.8,339,null,null,null,null
Adolescent immunizations,2019,27079,Le Sueur,Adolescent (13 year old),Tdap,80.5,339,null,null,null,null
Adolescent immunizations,2019,27079,Le Sueur,Adolescent (13 year old),Three vaccine series,20.4,339,null,null,null,null
Adolescent immunizations,2019,27079,Le Sueur,Adolescent (19 year old),MenACWY booster,47.6,286,null,null,null,null
Adolescent immunizations,2019,27079,Le Sueur,Adolescent (19 year old),MenB initiation,3.5,286,null,null,null,null
Adolescent immunizations,2020,27079,Le Sueur,Adolescent (13 year old),HPV series completion,23.7,355,null,null,null,null
Adolescent immunizations,2020,27079,Le Sueur,Adolescent (13 year old),HPV series initiation,59.7,355,null,null,null,null
Adolescent immunizations,2020,27079,Le Sueur,Adolescent (13 year old),MenACWY,80,355,null,null,null,null
Adolescent immunizations,2020,27079,Le Sueur,Adolescent (13 year old),Tdap,79.4,355,null,null,null,null
Adolescent immunizations,2020,27079,Le Sueur,Adolescent (13 year old),Three vaccine series,22.3,355,null,null,null,null
Adolescent immunizations,2020,27079,Le Sueur,Adolescent (19 year old),MenACWY booster,56.5,324,null,null,null,null
Adolescent immunizations,2020,27079,Le Sueur,Adolescent (19 year old),MenB initiation,7.7,324,null,null,null,null
Adolescent immunizations,2021,27079,Le Sueur,Adolescent (13 year old),HPV series completion,25.6,344,null,null,null,null
Adolescent immunizations,2021,27079,Le Sueur,Adolescent (13 year old),HPV series initiation,56.7,344,null,null,null,null
Adolescent immunizations,2021,27079,Le Sueur,Adolescent (13 year old),MenACWY,73.8,344,null,null,null,null
Adolescent immunizations,2021,27079,Le Sueur,Adolescent (13 year old),Tdap,75.3,344,null,null,null,null
Adolescent immunizations,2021,27079,Le Sueur,Adolescent (13 year old),Three vaccine series,24.7,344,null,null,null,null
Adolescent immunizations,2021,27079,Le Sueur,Adolescent (19 year old),MenACWY booster,52.9,378,null,null,null,null
Adolescent immunizations,2021,27079,Le Sueur,Adolescent (19 year old),MenB initiation,13.5,378,null,null,null,null
Adolescent immunizations,2022,27079,Le Sueur,Adolescent (13 year old),HPV series completion,26.2,405,null,null,null,null
Adolescent immunizations,2022,27079,Le Sueur,Adolescent (13 year old),HPV series initiation,58,405,null,null,null,null
Adolescent immunizations,2022,27079,Le Sueur,Adolescent (13 year old),MenACWY,76.8,405,null,null,null,null
Adolescent immunizations,2022,27079,Le Sueur,Adolescent (13 year old),Tdap,76.3,405,null,null,null,null
Adolescent immunizations,2022,27079,Le Sueur,Adolescent (13 year old),Three vaccine series,25.7,405,null,null,null,null
Adolescent immunizations,2022,27079,Le Sueur,Adolescent (19 year old),MenACWY booster,65.3,401,null,null,null,null
Adolescent immunizations,2022,27079,Le Sueur,Adolescent (19 year old),MenB initiation,15.2,401,null,null,null,null
Adolescent immunizations,2023,27079,Le Sueur  ,Adolescent (13 year old),HPV series completion,28.1,443,null,null,null,null
Adolescent immunizations,2023,27079,Le Sueur  ,Adolescent (13 year old),HPV series initiation,57.9,443,null,null,null,null
Adolescent immunizations,2023,27079,Le Sueur  ,Adolescent (13 year old),MenACWY,77.4,443,null,null,null,null
Adolescent immunizations,2023,27079,Le Sueur  ,Adolescent (13 year old),Tdap,79.5,443,null,null,null,null
Adolescent immunizations,2023,27079,Le Sueur  ,Adolescent (13 year old),Three vaccine series,27.1,443,null,null,null,null
Adolescent immunizations,2023,27079,Le Sueur  ,Adolescent (19 year old),MenACWY booster,70.2,443,null,null,null,null
Adolescent immunizations,2023,27079,Le Sueur  ,Adolescent (19 year old),MenB initiation,16.9,443,null,null,null,null
Adolescent immunizations,2018,27081,Lincoln,Adolescent (13 year old),HPV series completion,22.2,81,null,null,null,null
Adolescent immunizations,2018,27081,Lincoln,Adolescent (13 year old),HPV series initiation,48.1,81,null,null,null,null
Adolescent immunizations,2018,27081,Lincoln,Adolescent (13 year old),MenACWY,66.7,81,null,null,null,null
Adolescent immunizations,2018,27081,Lincoln,Adolescent (13 year old),Tdap,69.1,81,null,null,null,null
Adolescent immunizations,2018,27081,Lincoln,Adolescent (13 year old),Three vaccine series,22.2,81,null,null,null,null
Adolescent immunizations,2018,27081,Lincoln,Adolescent (19 year old),MenACWY booster,57.1,49,null,null,null,null
Adolescent immunizations,2018,27081,Lincoln,Adolescent (19 year old),MenB initiation,0,49,null,null,null,null
Adolescent immunizations,2019,27081,Lincoln,Adolescent (13 year old),HPV series completion,23.1,78,null,null,null,null
Adolescent immunizations,2019,27081,Lincoln,Adolescent (13 year old),HPV series initiation,57.7,78,null,null,null,null
Adolescent immunizations,2019,27081,Lincoln,Adolescent (13 year old),MenACWY,85.9,78,null,null,null,null
Adolescent immunizations,2019,27081,Lincoln,Adolescent (13 year old),Tdap,85.9,78,null,null,null,null
Adolescent immunizations,2019,27081,Lincoln,Adolescent (13 year old),Three vaccine series,23.1,78,null,null,null,null
Adolescent immunizations,2019,27081,Lincoln,Adolescent (19 year old),MenACWY booster,43.7,71,null,null,null,null
Adolescent immunizations,2019,27081,Lincoln,Adolescent (19 year old),MenB initiation,2.8,71,null,null,null,null
Adolescent immunizations,2020,27081,Lincoln,Adolescent (13 year old),HPV series completion,27.5,91,null,null,null,null
Adolescent immunizations,2020,27081,Lincoln,Adolescent (13 year old),HPV series initiation,53.8,91,null,null,null,null
Adolescent immunizations,2020,27081,Lincoln,Adolescent (13 year old),MenACWY,71.4,91,null,null,null,null
Adolescent immunizations,2020,27081,Lincoln,Adolescent (13 year old),Tdap,73.6,91,null,null,null,null
Adolescent immunizations,2020,27081,Lincoln,Adolescent (13 year old),Three vaccine series,26.4,91,null,null,null,null
Adolescent immunizations,2020,27081,Lincoln,Adolescent (19 year old),MenACWY booster,52.9,68,null,null,null,null
Adolescent immunizations,2020,27081,Lincoln,Adolescent (19 year old),MenB initiation,8.8,68,null,null,null,null
Adolescent immunizations,2021,27081,Lincoln,Adolescent (13 year old),HPV series completion,25.4,71,null,null,null,null
Adolescent immunizations,2021,27081,Lincoln,Adolescent (13 year old),HPV series initiation,63.4,71,null,null,null,null
Adolescent immunizations,2021,27081,Lincoln,Adolescent (13 year old),MenACWY,74.7,71,null,null,null,null
Adolescent immunizations,2021,27081,Lincoln,Adolescent (13 year old),Tdap,77.5,71,null,null,null,null
Adolescent immunizations,2021,27081,Lincoln,Adolescent (13 year old),Three vaccine series,25.4,71,null,null,null,null
Adolescent immunizations,2021,27081,Lincoln,Adolescent (19 year old),MenACWY booster,60.3,73,null,null,null,null
Adolescent immunizations,2021,27081,Lincoln,Adolescent (19 year old),MenB initiation,9.6,73,null,null,null,null
Adolescent immunizations,2022,27081,Lincoln,Adolescent (13 year old),HPV series completion,34.4,93,null,null,null,null
Adolescent immunizations,2022,27081,Lincoln,Adolescent (13 year old),HPV series initiation,57,93,null,null,null,null
Adolescent immunizations,2022,27081,Lincoln,Adolescent (13 year old),MenACWY,67.7,93,null,null,null,null
Adolescent immunizations,2022,27081,Lincoln,Adolescent (13 year old),Tdap,68.8,93,null,null,null,null
Adolescent immunizations,2022,27081,Lincoln,Adolescent (13 year old),Three vaccine series,33.3,93,null,null,null,null
Adolescent immunizations,2022,27081,Lincoln,Adolescent (19 year old),MenACWY booster,72.2,79,null,null,null,null
Adolescent immunizations,2022,27081,Lincoln,Adolescent (19 year old),MenB initiation,24.1,79,null,null,null,null
Adolescent immunizations,2023,27081,Lincoln  ,Adolescent (13 year old),HPV series completion,30.9,81,null,null,null,null
Adolescent immunizations,2023,27081,Lincoln  ,Adolescent (13 year old),HPV series initiation,46.9,81,null,null,null,null
Adolescent immunizations,2023,27081,Lincoln  ,Adolescent (13 year old),MenACWY,64.2,81,null,null,null,null
Adolescent immunizations,2023,27081,Lincoln  ,Adolescent (13 year old),Tdap,66.7,81,null,null,null,null
Adolescent immunizations,2023,27081,Lincoln  ,Adolescent (13 year old),Three vaccine series,29.6,81,null,null,null,null
Adolescent immunizations,2023,27081,Lincoln  ,Adolescent (19 year old),MenACWY booster,65.4,81,null,null,null,null
Adolescent immunizations,2023,27081,Lincoln  ,Adolescent (19 year old),MenB initiation,19.8,81,null,null,null,null
Adolescent immunizations,2018,27083,Lyon,Adolescent (13 year old),HPV series completion,30.1,438,null,null,null,null
Adolescent immunizations,2018,27083,Lyon,Adolescent (13 year old),HPV series initiation,57.3,438,null,null,null,null
Adolescent immunizations,2018,27083,Lyon,Adolescent (13 year old),MenACWY,72.6,438,null,null,null,null
Adolescent immunizations,2018,27083,Lyon,Adolescent (13 year old),Tdap,74.9,438,null,null,null,null
Adolescent immunizations,2018,27083,Lyon,Adolescent (13 year old),Three vaccine series,29.5,438,null,null,null,null
Adolescent immunizations,2018,27083,Lyon,Adolescent (19 year old),MenACWY booster,52,460,null,null,null,null
Adolescent immunizations,2018,27083,Lyon,Adolescent (19 year old),MenB initiation,0.9,460,null,null,null,null
Adolescent immunizations,2019,27083,Lyon,Adolescent (13 year old),HPV series completion,31.8,422,null,null,null,null
Adolescent immunizations,2019,27083,Lyon,Adolescent (13 year old),HPV series initiation,63.3,422,null,null,null,null
Adolescent immunizations,2019,27083,Lyon,Adolescent (13 year old),MenACWY,73.9,422,null,null,null,null
Adolescent immunizations,2019,27083,Lyon,Adolescent (13 year old),Tdap,74.4,422,null,null,null,null
Adolescent immunizations,2019,27083,Lyon,Adolescent (13 year old),Three vaccine series,31.5,422,null,null,null,null
Adolescent immunizations,2019,27083,Lyon,Adolescent (19 year old),MenACWY booster,53.3,482,null,null,null,null
Adolescent immunizations,2019,27083,Lyon,Adolescent (19 year old),MenB initiation,4.8,482,null,null,null,null
Adolescent immunizations,2020,27083,Lyon,Adolescent (13 year old),HPV series completion,30.5,486,null,null,null,null
Adolescent immunizations,2020,27083,Lyon,Adolescent (13 year old),HPV series initiation,59.3,486,null,null,null,null
Adolescent immunizations,2020,27083,Lyon,Adolescent (13 year old),MenACWY,69.8,486,null,null,null,null
Adolescent immunizations,2020,27083,Lyon,Adolescent (13 year old),Tdap,71.8,486,null,null,null,null
Adolescent immunizations,2020,27083,Lyon,Adolescent (13 year old),Three vaccine series,30,486,null,null,null,null
Adolescent immunizations,2020,27083,Lyon,Adolescent (19 year old),MenACWY booster,59.3,450,null,null,null,null
Adolescent immunizations,2020,27083,Lyon,Adolescent (19 year old),MenB initiation,5.6,450,null,null,null,null
Adolescent immunizations,2021,27083,Lyon,Adolescent (13 year old),HPV series completion,31.2,427,null,null,null,null
Adolescent immunizations,2021,27083,Lyon,Adolescent (13 year old),HPV series initiation,54.8,427,null,null,null,null
Adolescent immunizations,2021,27083,Lyon,Adolescent (13 year old),MenACWY,65.1,427,null,null,null,null
Adolescent immunizations,2021,27083,Lyon,Adolescent (13 year old),Tdap,66,427,null,null,null,null
Adolescent immunizations,2021,27083,Lyon,Adolescent (13 year old),Three vaccine series,30.7,427,null,null,null,null
Adolescent immunizations,2021,27083,Lyon,Adolescent (19 year old),MenACWY booster,58.7,489,null,null,null,null
Adolescent immunizations,2021,27083,Lyon,Adolescent (19 year old),MenB initiation,6.3,489,null,null,null,null
Adolescent immunizations,2022,27083,Lyon,Adolescent (13 year old),HPV series completion,27.3,498,null,null,null,null
Adolescent immunizations,2022,27083,Lyon,Adolescent (13 year old),HPV series initiation,54,498,null,null,null,null
Adolescent immunizations,2022,27083,Lyon,Adolescent (13 year old),MenACWY,64.9,498,null,null,null,null
Adolescent immunizations,2022,27083,Lyon,Adolescent (13 year old),Tdap,66.7,498,null,null,null,null
Adolescent immunizations,2022,27083,Lyon,Adolescent (13 year old),Three vaccine series,27.1,498,null,null,null,null
Adolescent immunizations,2022,27083,Lyon,Adolescent (19 year old),MenACWY booster,57.4,425,null,null,null,null
Adolescent immunizations,2022,27083,Lyon,Adolescent (19 year old),MenB initiation,8.7,425,null,null,null,null
Adolescent immunizations,2023,27083,Lyon  ,Adolescent (13 year old),HPV series completion,26.2,454,null,null,null,null
Adolescent immunizations,2023,27083,Lyon  ,Adolescent (13 year old),HPV series initiation,51.3,454,null,null,null,null
Adolescent immunizations,2023,27083,Lyon  ,Adolescent (13 year old),MenACWY,62.9,454,null,null,null,null
Adolescent immunizations,2023,27083,Lyon  ,Adolescent (13 year old),Tdap,64.3,454,null,null,null,null
Adolescent immunizations,2023,27083,Lyon  ,Adolescent (13 year old),Three vaccine series,25.4,454,null,null,null,null
Adolescent immunizations,2023,27083,Lyon  ,Adolescent (19 year old),MenACWY booster,50.9,454,null,null,null,null
Adolescent immunizations,2023,27083,Lyon  ,Adolescent (19 year old),MenB initiation,7.7,454,null,null,null,null
Adolescent immunizations,2018,27085,McLeod,Adolescent (13 year old),HPV series completion,21.3,588,null,null,null,null
Adolescent immunizations,2018,27085,McLeod,Adolescent (13 year old),HPV series initiation,51.9,588,null,null,null,null
Adolescent immunizations,2018,27085,McLeod,Adolescent (13 year old),MenACWY,72.8,588,null,null,null,null
Adolescent immunizations,2018,27085,McLeod,Adolescent (13 year old),Tdap,75.2,588,null,null,null,null
Adolescent immunizations,2018,27085,McLeod,Adolescent (13 year old),Three vaccine series,20.4,588,null,null,null,null
Adolescent immunizations,2018,27085,McLeod,Adolescent (19 year old),MenACWY booster,54.4,533,null,null,null,null
Adolescent immunizations,2018,27085,McLeod,Adolescent (19 year old),MenB initiation,8.8,533,null,null,null,null
Adolescent immunizations,2019,27085,McLeod,Adolescent (13 year old),HPV series completion,25.5,550,null,null,null,null
Adolescent immunizations,2019,27085,McLeod,Adolescent (13 year old),HPV series initiation,58.6,550,null,null,null,null
Adolescent immunizations,2019,27085,McLeod,Adolescent (13 year old),MenACWY,80,550,null,null,null,null
Adolescent immunizations,2019,27085,McLeod,Adolescent (13 year old),Tdap,80.2,550,null,null,null,null
Adolescent immunizations,2019,27085,McLeod,Adolescent (13 year old),Three vaccine series,25.3,550,null,null,null,null
Adolescent immunizations,2019,27085,McLeod,Adolescent (19 year old),MenACWY booster,55,553,null,null,null,null
Adolescent immunizations,2019,27085,McLeod,Adolescent (19 year old),MenB initiation,12.1,553,null,null,null,null
Adolescent immunizations,2020,27085,McLeod,Adolescent (13 year old),HPV series completion,26.7,604,null,null,null,null
Adolescent immunizations,2020,27085,McLeod,Adolescent (13 year old),HPV series initiation,60.4,604,null,null,null,null
Adolescent immunizations,2020,27085,McLeod,Adolescent (13 year old),MenACWY,78.3,604,null,null,null,null
Adolescent immunizations,2020,27085,McLeod,Adolescent (13 year old),Tdap,78.8,604,null,null,null,null
Adolescent immunizations,2020,27085,McLeod,Adolescent (13 year old),Three vaccine series,26.7,604,null,null,null,null
Adolescent immunizations,2020,27085,McLeod,Adolescent (19 year old),MenACWY booster,57.6,561,null,null,null,null
Adolescent immunizations,2020,27085,McLeod,Adolescent (19 year old),MenB initiation,22.3,561,null,null,null,null
Adolescent immunizations,2021,27085,McLeod,Adolescent (13 year old),HPV series completion,28,546,null,null,null,null
Adolescent immunizations,2021,27085,McLeod,Adolescent (13 year old),HPV series initiation,58.2,546,null,null,null,null
Adolescent immunizations,2021,27085,McLeod,Adolescent (13 year old),MenACWY,75.1,546,null,null,null,null
Adolescent immunizations,2021,27085,McLeod,Adolescent (13 year old),Tdap,75.3,546,null,null,null,null
Adolescent immunizations,2021,27085,McLeod,Adolescent (13 year old),Three vaccine series,27.8,546,null,null,null,null
Adolescent immunizations,2021,27085,McLeod,Adolescent (19 year old),MenACWY booster,59.4,527,null,null,null,null
Adolescent immunizations,2021,27085,McLeod,Adolescent (19 year old),MenB initiation,22.2,527,null,null,null,null
Adolescent immunizations,2022,27085,McLeod,Adolescent (13 year old),HPV series completion,14.6,260,null,null,null,null
Adolescent immunizations,2022,27085,McLeod,Adolescent (13 year old),HPV series initiation,34.6,260,null,null,null,null
Adolescent immunizations,2022,27085,McLeod,Adolescent (13 year old),MenACWY,68.1,260,null,null,null,null
Adolescent immunizations,2022,27085,McLeod,Adolescent (13 year old),Tdap,71.5,260,null,null,null,null
Adolescent immunizations,2022,27085,McLeod,Adolescent (13 year old),Three vaccine series,13.9,260,null,null,null,null
Adolescent immunizations,2022,27085,McLeod,Adolescent (19 year old),MenACWY booster,56.9,232,null,null,null,null
Adolescent immunizations,2022,27085,McLeod,Adolescent (19 year old),MenB initiation,5.6,232,null,null,null,null
Adolescent immunizations,2023,27085,McLeod  ,Adolescent (13 year old),HPV series completion,29.2,585,null,null,null,null
Adolescent immunizations,2023,27085,McLeod  ,Adolescent (13 year old),HPV series initiation,56.4,585,null,null,null,null
Adolescent immunizations,2023,27085,McLeod  ,Adolescent (13 year old),MenACWY,74.7,585,null,null,null,null
Adolescent immunizations,2023,27085,McLeod  ,Adolescent (13 year old),Tdap,75.5,585,null,null,null,null
Adolescent immunizations,2023,27085,McLeod  ,Adolescent (13 year old),Three vaccine series,29,585,null,null,null,null
Adolescent immunizations,2023,27085,McLeod  ,Adolescent (19 year old),MenACWY booster,70.1,585,null,null,null,null
Adolescent immunizations,2023,27085,McLeod  ,Adolescent (19 year old),MenB initiation,19.3,585,null,null,null,null
Adolescent immunizations,2018,27087,Mahnomen,Adolescent (13 year old),HPV series completion,31.3,96,null,null,null,null
Adolescent immunizations,2018,27087,Mahnomen,Adolescent (13 year old),HPV series initiation,72.9,96,null,null,null,null
Adolescent immunizations,2018,27087,Mahnomen,Adolescent (13 year old),MenACWY,81.3,96,null,null,null,null
Adolescent immunizations,2018,27087,Mahnomen,Adolescent (13 year old),Tdap,83.3,96,null,null,null,null
Adolescent immunizations,2018,27087,Mahnomen,Adolescent (13 year old),Three vaccine series,30.2,96,null,null,null,null
Adolescent immunizations,2018,27087,Mahnomen,Adolescent (19 year old),MenACWY booster,59.6,89,null,null,null,null
Adolescent immunizations,2018,27087,Mahnomen,Adolescent (19 year old),MenB initiation,1.1,89,null,null,null,null
Adolescent immunizations,2019,27087,Mahnomen,Adolescent (13 year old),HPV series completion,35.1,94,null,null,null,null
Adolescent immunizations,2019,27087,Mahnomen,Adolescent (13 year old),HPV series initiation,61.7,94,null,null,null,null
Adolescent immunizations,2019,27087,Mahnomen,Adolescent (13 year old),MenACWY,70.2,94,null,null,null,null
Adolescent immunizations,2019,27087,Mahnomen,Adolescent (13 year old),Tdap,74.5,94,null,null,null,null
Adolescent immunizations,2019,27087,Mahnomen,Adolescent (13 year old),Three vaccine series,34,94,null,null,null,null
Adolescent immunizations,2019,27087,Mahnomen,Adolescent (19 year old),MenACWY booster,78.1,82,null,null,null,null
Adolescent immunizations,2019,27087,Mahnomen,Adolescent (19 year old),MenB initiation,6.1,82,null,null,null,null
Adolescent immunizations,2020,27087,Mahnomen,Adolescent (13 year old),HPV series completion,44.4,99,null,null,null,null
Adolescent immunizations,2020,27087,Mahnomen,Adolescent (13 year old),HPV series initiation,69.7,99,null,null,null,null
Adolescent immunizations,2020,27087,Mahnomen,Adolescent (13 year old),MenACWY,79.8,99,null,null,null,null
Adolescent immunizations,2020,27087,Mahnomen,Adolescent (13 year old),Tdap,79.8,99,null,null,null,null
Adolescent immunizations,2020,27087,Mahnomen,Adolescent (13 year old),Three vaccine series,44.4,99,null,null,null,null
Adolescent immunizations,2020,27087,Mahnomen,Adolescent (19 year old),MenACWY booster,68.4,98,null,null,null,null
Adolescent immunizations,2020,27087,Mahnomen,Adolescent (19 year old),MenB initiation,30.6,98,null,null,null,null
Adolescent immunizations,2021,27087,Mahnomen,Adolescent (13 year old),HPV series completion,34.2,114,null,null,null,null
Adolescent immunizations,2021,27087,Mahnomen,Adolescent (13 year old),HPV series initiation,67.5,114,null,null,null,null
Adolescent immunizations,2021,27087,Mahnomen,Adolescent (13 year old),MenACWY,71.1,114,null,null,null,null
