fips,location,year,type,age,sex,count,population,rate,unstable,ci,lci,uci
27035,Crow Wing,2015-2019,Pancreas,All Ages,Female,30,161303,11.3,FALSE,(7.5 - 16.7),7.5,16.7
27035,Crow Wing,2010-2014,All cancer types combined,All Ages,Female,963,157631,424.7,FALSE,(396.9 - 454.0),396.9,454
27035,Crow Wing,2010-2014,Pancreas,All Ages,Female,14,157631,5.7,FALSE,(3.0 - 10.0),3,10
27035,Crow Wing,2015-2019,All cancer types combined,All Ages,Female,1026,161303,430.5,FALSE,(402.4 - 460.3),402.4,460.3
27035,Crow Wing,2005-2009,Pancreas,All Ages,Female,23,154008,10.2,FALSE,(6.4 - 15.6),6.4,15.6
27035,Crow Wing,2005-2009,Acute myeloid leukemia,All Ages,All,16,306229,4.4,FALSE,(2.5 - 7.3),2.5,7.3
27035,Crow Wing,2015-2019,Pancreas,All Ages,Male,36,159782,14.2,FALSE,(9.9 - 20.1),9.9,20.1
27035,Crow Wing,2010-2014,Acute myeloid leukemia,All Ages,All,19,314198,4.1,FALSE,(2.5 - 6.7),2.5,6.7
27035,Crow Wing,2010-2014,Pancreas,All Ages,Male,24,156567,10.5,FALSE,(6.6 - 16.0),6.6,16
27035,Crow Wing,2005-2009,Pancreas,All Ages,Male,22,152221,11.3,FALSE,(7.0 - 17.4),7,17.4
27035,Crow Wing,2015-2019,Acute myeloid leukemia,All Ages,All,21,321085,4,FALSE,(2.4 - 6.4),2.4,6.4
27035,Crow Wing,2015-2019,Pancreas,All Ages,All,66,321085,12.5,FALSE,(9.6 - 16.2),9.6,16.2
27035,Crow Wing,2005-2009,Acute myeloid leukemia,All Ages,Male,8,152221,4.8 (UR),TRUE,(2.0 - 9.6),2,9.6
27035,Crow Wing,2010-2014,Pancreas,All Ages,All,38,314198,8,FALSE,(5.6 - 11.2),5.6,11.2
27035,Crow Wing,2010-2014,Acute myeloid leukemia,All Ages,Male,7,156567,3.0 (UR),TRUE,(1.2 - 6.7),1.2,6.7
27035,Crow Wing,2005-2009,Pancreas,All Ages,All,45,306229,10.9,FALSE,(8.0 - 14.8),8,14.8
27035,Crow Wing,2015-2019,Acute myeloid leukemia,All Ages,Male,13,159782,5,FALSE,(2.6 - 9.0),2.6,9
27035,Crow Wing,2015-2019,Oral and pharyngeal,All Ages,Female,21,161303,8.3,FALSE,(5.0 - 13.2),5,13.2
27035,Crow Wing,2005-2009,Acute myeloid leukemia,All Ages,Female,8,154008,4.6 (UR),TRUE,(1.9 - 9.3),1.9,9.3
27035,Crow Wing,2010-2014,Oral and pharyngeal,All Ages,Female,15,157631,6.2,FALSE,(3.4 - 10.6),3.4,10.6
27035,Crow Wing,2010-2014,Acute myeloid leukemia,All Ages,Female,12,157631,5.1,FALSE,(2.6 - 9.4),2.6,9.4
27035,Crow Wing,2005-2009,Oral and pharyngeal,All Ages,Female,12,154008,7.2,FALSE,(3.6 - 12.7),3.6,12.7
27035,Crow Wing,2015-2019,Acute myeloid leukemia,All Ages,Female,8,161303,3.1 (UR),TRUE,(1.2 - 6.9),1.2,6.9
27035,Crow Wing,2015-2019,Oral and pharyngeal,All Ages,Male,45,159782,18.9,FALSE,(13.5 - 26.0),13.5,26
27035,Crow Wing,2010-2014,Oral and pharyngeal,All Ages,Male,40,156567,20.3,FALSE,(14.3 - 28.2),14.3,28.2
27035,Crow Wing,2005-2009,Bladder,All Ages,All,99,306229,24,FALSE,(19.5 - 29.4),19.5,29.4
27035,Crow Wing,2005-2009,Oral and pharyngeal,All Ages,Male,38,152221,20,FALSE,(14.1 - 27.7),14.1,27.7
27035,Crow Wing,2010-2014,Bladder,All Ages,All,124,314198,26,FALSE,(21.6 - 31.2),21.6,31.2
27035,Crow Wing,2015-2019,Oral and pharyngeal,All Ages,All,66,321085,13.4,FALSE,(10.2 - 17.4),10.2,17.4
27035,Crow Wing,2015-2019,Bladder,All Ages,All,145,321085,27.1,FALSE,(22.7 - 32.1),22.7,32.1
27035,Crow Wing,2010-2014,Oral and pharyngeal,All Ages,All,55,314198,12.8,FALSE,(9.5 - 16.9),9.5,16.9
27035,Crow Wing,2005-2009,Bladder,All Ages,Male,76,152221,39.8,FALSE,(31.3 - 50.1),31.3,50.1
27035,Crow Wing,2005-2009,Oral and pharyngeal,All Ages,All,50,306229,13.2,FALSE,(9.7 - 17.5),9.7,17.5
27035,Crow Wing,2010-2014,Bladder,All Ages,Male,93,156567,41.7,FALSE,(33.5 - 51.4),33.5,51.4
27035,Crow Wing,2015-2019,Non-Hodgkin lymphoma,All Ages,Female,53,161303,22.3,FALSE,(16.2 - 30.1),16.2,30.1
27035,Crow Wing,2015-2019,Bladder,All Ages,Male,123,159782,49.8,FALSE,(41.2 - 59.9),41.2,59.9
27035,Crow Wing,2010-2014,Non-Hodgkin lymphoma,All Ages,Female,47,157631,19.9,FALSE,(14.4 - 27.2),14.4,27.2
27035,Crow Wing,2005-2009,Non-Hodgkin lymphoma,All Ages,Female,35,154008,16.1,FALSE,(11.1 - 22.9),11.1,22.9
27035,Crow Wing,2005-2009,Bladder,All Ages,Female,23,154008,10.4,FALSE,(6.6 - 16.0),6.6,16
27035,Crow Wing,2005-2009,All cancer types combined,All Ages,All,1957,306229,487.1,FALSE,(465.3 - 509.6),465.3,509.6
27035,Crow Wing,2015-2019,Non-Hodgkin lymphoma,All Ages,Male,64,159782,28.2,FALSE,(21.4 - 36.7),21.4,36.7
27035,Crow Wing,2010-2014,Bladder,All Ages,Female,31,157631,12.1,FALSE,(8.1 - 17.6),8.1,17.6
27035,Crow Wing,2010-2014,Non-Hodgkin lymphoma,All Ages,Male,55,156567,25.8,FALSE,(19.2 - 34.0),19.2,34
27035,Crow Wing,2015-2019,Bladder,All Ages,Female,22,161303,7.7,FALSE,(4.8 - 12.2),4.8,12.2
27035,Crow Wing,2005-2009,Non-Hodgkin lymphoma,All Ages,Male,48,152221,25.7,FALSE,(18.8 - 34.4),18.8,34.4
27035,Crow Wing,2005-2009,Brain and other nervous system,All Ages,All,22,306229,5.9,FALSE,(3.7 - 9.1),3.7,9.1
27035,Crow Wing,2015-2019,Non-Hodgkin lymphoma,All Ages,All,117,321085,25,FALSE,(20.4 - 30.5),20.4,30.5
27035,Crow Wing,2010-2014,Brain and other nervous system,All Ages,All,30,314198,8.4,FALSE,(5.5 - 12.2),5.5,12.2
27035,Crow Wing,2010-2014,Non-Hodgkin lymphoma,All Ages,All,102,314198,22.9,FALSE,(18.5 - 28.1),18.5,28.1
27035,Crow Wing,2015-2019,Brain and other nervous system,All Ages,All,32,321085,8,FALSE,(5.3 - 11.7),5.3,11.7
27035,Crow Wing,2005-2009,Non-Hodgkin lymphoma,All Ages,All,83,306229,20.6,FALSE,(16.3 - 25.7),16.3,25.7
27035,Crow Wing,2005-2009,Brain and other nervous system,All Ages,Male,14,152221,8.3,FALSE,(4.5 - 14.1),4.5,14.1
27035,Crow Wing,2015-2019,Mesothelioma,All Ages,Female,0,161303,null (UR),TRUE, ,null,null
27035,Crow Wing,2010-2014,Mesothelioma,All Ages,Female,1,157631,0.7 (UR),TRUE,(0.0 - 3.8),0,3.8
27035,Crow Wing,2010-2014,Brain and other nervous system,All Ages,Male,17,156567,9,FALSE,(5.1 - 14.9),5.1,14.9
27035,Crow Wing,2005-2009,Mesothelioma,All Ages,Female,2,154008,0.8 (UR),TRUE,(0.1 - 3.5),0.1,3.5
27035,Crow Wing,2015-2019,Brain and other nervous system,All Ages,Male,17,159782,10,FALSE,(5.5 - 16.5),5.5,16.5
27035,Crow Wing,2015-2019,Mesothelioma,All Ages,Male,5,159782,2.2 (UR),TRUE,(0.7 - 5.6),0.7,5.6
27035,Crow Wing,2005-2009,Brain and other nervous system,All Ages,Female,8,154008,3.5 (UR),TRUE,(1.5 - 7.3),1.5,7.3
27035,Crow Wing,2010-2014,Mesothelioma,All Ages,Male,6,156567,3.2 (UR),TRUE,(1.1 - 7.2),1.1,7.2
27035,Crow Wing,2010-2014,Brain and other nervous system,All Ages,Female,13,157631,8,FALSE,(4.0 - 14.1),4,14.1
27035,Crow Wing,2005-2009,Mesothelioma,All Ages,Male,5,152221,3.2 (UR),TRUE,(1.0 - 7.5),1,7.5
27035,Crow Wing,2015-2019,Brain and other nervous system,All Ages,Female,15,161303,5.9,FALSE,(3.2 - 10.3),3.2,10.3
27035,Crow Wing,2015-2019,Mesothelioma,All Ages,All,5,321085,1.0 (UR),TRUE,(0.3 - 2.7),0.3,2.7
27035,Crow Wing,2005-2009,Breast,All Ages,Female,247,154008,120,FALSE,(105.1 - 136.5),105.1,136.5
27035,Crow Wing,2010-2014,Mesothelioma,All Ages,All,7,314198,1.9 (UR),TRUE,(0.7 - 4.0),0.7,4
27035,Crow Wing,2010-2014,Breast,All Ages,Female,286,157631,127.9,FALSE,(112.8 - 144.7),112.8,144.7
27035,Crow Wing,2005-2009,Mesothelioma,All Ages,All,7,306229,1.7 (UR),TRUE,(0.7 - 3.6),0.7,3.6
27035,Crow Wing,2015-2019,Melanoma,All Ages,Female,54,161303,26.9,FALSE,(19.6 - 36.2),19.6,36.2
27035,Crow Wing,2015-2019,Breast,All Ages,Female,283,161303,123.1,FALSE,(108.0 - 139.9),108,139.9
27035,Crow Wing,2010-2014,Melanoma,All Ages,Female,36,157631,18.3,FALSE,(12.5 - 26.0),12.5,26
27035,Crow Wing,2005-2009,Chronic lymphocytic leukemia,All Ages,All,26,306229,6,FALSE,(3.9 - 8.9),3.9,8.9
27035,Crow Wing,2005-2009,Melanoma,All Ages,Female,43,154008,26.2,FALSE,(18.6 - 35.7),18.6,35.7
27035,Crow Wing,2010-2014,Chronic lymphocytic leukemia,All Ages,All,36,314198,7.7,FALSE,(5.4 - 10.8),5.4,10.8
27035,Crow Wing,2015-2019,Melanoma,All Ages,Male,78,159782,34.6,FALSE,(27.0 - 44.0),27,44
27035,Crow Wing,2015-2019,Chronic lymphocytic leukemia,All Ages,All,44,321085,7.9,FALSE,(5.7 - 10.9),5.7,10.9
27035,Crow Wing,2010-2014,Melanoma,All Ages,Male,77,156567,37.6,FALSE,(29.4 - 47.5),29.4,47.5
27035,Crow Wing,2005-2009,Chronic lymphocytic leukemia,All Ages,Male,20,152221,10.8,FALSE,(6.5 - 16.9),6.5,16.9
27035,Crow Wing,2005-2009,Melanoma,All Ages,Male,40,152221,22,FALSE,(15.6 - 30.3),15.6,30.3
27035,Crow Wing,2010-2014,Chronic lymphocytic leukemia,All Ages,Male,24,156567,10.9,FALSE,(6.9 - 16.5),6.9,16.5
27035,Crow Wing,2015-2019,Melanoma,All Ages,All,132,321085,30.3,FALSE,(25.0 - 36.5),25,36.5
27035,Crow Wing,2010-2014,Melanoma,All Ages,All,113,314198,27.3,FALSE,(22.3 - 33.2),22.3,33.2
27035,Crow Wing,2015-2019,Chronic lymphocytic leukemia,All Ages,Male,28,159782,11.3,FALSE,(7.4 - 16.9),7.4,16.9
27035,Crow Wing,2005-2009,Melanoma,All Ages,All,83,306229,23.8,FALSE,(18.8 - 29.7),18.8,29.7
27035,Crow Wing,2005-2009,Chronic lymphocytic leukemia,All Ages,Female,6,154008,2.5 (UR),TRUE,(0.9 - 5.9),0.9,5.9
27035,Crow Wing,2015-2019,Lung and bronchus,All Ages,Female,157,161303,57.1,FALSE,(48.3 - 67.4),48.3,67.4
27035,Crow Wing,2010-2014,Chronic lymphocytic leukemia,All Ages,Female,12,157631,4.8,FALSE,(2.5 - 8.9),2.5,8.9
27035,Crow Wing,2015-2019,Chronic lymphocytic leukemia,All Ages,Female,16,161303,5,FALSE,(2.8 - 8.7),2.8,8.7
27035,Crow Wing,2005-2009,Lung and bronchus,All Ages,Female,129,154008,59.6,FALSE,(49.6 - 71.1),49.6,71.1
27035,Crow Wing,2005-2009,Colorectal,All Ages,All,166,306229,40.4,FALSE,(34.5 - 47.2),34.5,47.2
27035,Crow Wing,2015-2019,Lung and bronchus,All Ages,Male,180,159782,70.2,FALSE,(60.2 - 81.7),60.2,81.7
27035,Crow Wing,2010-2014,Colorectal,All Ages,All,168,314198,37.7,FALSE,(32.1 - 44.2),32.1,44.2
27035,Crow Wing,2010-2014,Lung and bronchus,All Ages,Male,138,156567,62.7,FALSE,(52.5 - 74.4),52.5,74.4
27035,Crow Wing,2015-2019,Colorectal,All Ages,All,190,321085,40.3,FALSE,(34.5 - 47.0),34.5,47
27035,Crow Wing,2005-2009,Lung and bronchus,All Ages,Male,147,152221,75.2,FALSE,(63.4 - 88.7),63.4,88.7
27035,Crow Wing,2015-2019,Lung and bronchus,All Ages,All,337,321085,62.6,FALSE,(56.0 - 70.0),56,70
27035,Crow Wing,2005-2009,Colorectal,All Ages,Male,88,152221,45,FALSE,(36.0 - 55.7),36,55.7
27035,Crow Wing,2010-2014,Lung and bronchus,All Ages,All,276,314198,58.9,FALSE,(52.1 - 66.5),52.1,66.5
27035,Crow Wing,2010-2014,Colorectal,All Ages,Male,89,156567,42.2,FALSE,(33.6 - 52.4),33.6,52.4
27035,Crow Wing,2005-2009,Lung and bronchus,All Ages,All,276,306229,66.4,FALSE,(58.7 - 74.8),58.7,74.8
27035,Crow Wing,2015-2019,Colorectal,All Ages,Male,116,159782,53.3,FALSE,(43.5 - 64.8),43.5,64.8
27035,Crow Wing,2015-2019,Liver and bile duct,All Ages,Female,9,161303,3.5 (UR),TRUE,(1.5 - 7.3),1.5,7.3
27035,Crow Wing,2005-2009,Colorectal,All Ages,Female,78,154008,35.5,FALSE,(27.9 - 44.8),27.9,44.8
27035,Crow Wing,2010-2014,Liver and bile duct,All Ages,Female,5,157631,2.0 (UR),TRUE,(0.6 - 5.2),0.6,5.2
27035,Crow Wing,2010-2014,Colorectal,All Ages,Female,79,157631,32.9,FALSE,(25.8 - 41.6),25.8,41.6
27035,Crow Wing,2005-2009,Liver and bile duct,All Ages,Female,5,154008,2.3 (UR),TRUE,(0.7 - 5.7),0.7,5.7
27035,Crow Wing,2015-2019,Colorectal,All Ages,Female,74,161303,28.3,FALSE,(21.9 - 36.3),21.9,36.3
27035,Crow Wing,2015-2019,Liver and bile duct,All Ages,Male,28,159782,10.9,FALSE,(7.2 - 16.2),7.2,16.2
27035,Crow Wing,2010-2014,Liver and bile duct,All Ages,Male,17,156567,7.4,FALSE,(4.2 - 12.2),4.2,12.2
27035,Crow Wing,2005-2009,Esophagus,All Ages,All,28,306229,6.8,FALSE,(4.5 - 10.0),4.5,10
27035,Crow Wing,2005-2009,Liver and bile duct,All Ages,Male,11,152221,5.6,FALSE,(2.8 - 10.3),2.8,10.3
27035,Crow Wing,2010-2014,Esophagus,All Ages,All,20,314198,4.5,FALSE,(2.7 - 7.2),2.7,7.2
27035,Crow Wing,2015-2019,Liver and bile duct,All Ages,All,37,321085,7,FALSE,(4.9 - 9.9),4.9,9.9
27035,Crow Wing,2015-2019,Esophagus,All Ages,All,30,321085,5.7,FALSE,(3.8 - 8.4),3.8,8.4
27035,Crow Wing,2010-2014,Liver and bile duct,All Ages,All,22,314198,4.5,FALSE,(2.8 - 7.1),2.8,7.1
27035,Crow Wing,2005-2009,Esophagus,All Ages,Male,23,152221,12.1,FALSE,(7.6 - 18.4),7.6,18.4
27035,Crow Wing,2005-2009,Liver and bile duct,All Ages,All,16,306229,3.8,FALSE,(2.1 - 6.3),2.1,6.3
27035,Crow Wing,2010-2014,Esophagus,All Ages,Male,14,156567,6.6,FALSE,(3.5 - 11.5),3.5,11.5
27035,Crow Wing,2015-2019,Leukemia,All Ages,Female,30,161303,11.6,FALSE,(7.5 - 17.5),7.5,17.5
27035,Crow Wing,2015-2019,Esophagus,All Ages,Male,25,159782,10.3,FALSE,(6.6 - 15.6),6.6,15.6
27035,Crow Wing,2010-2014,Leukemia,All Ages,Female,28,157631,11.9,FALSE,(7.8 - 17.6),7.8,17.6
27035,Crow Wing,2005-2009,Esophagus,All Ages,Female,5,154008,2.4 (UR),TRUE,(0.8 - 5.9),0.8,5.9
27035,Crow Wing,2005-2009,Leukemia,All Ages,Female,23,154008,11.2,FALSE,(7.0 - 17.3),7,17.3
27035,Crow Wing,2015-2019,Leukemia,All Ages,Male,53,159782,22.4,FALSE,(16.5 - 29.9),16.5,29.9
27035,Crow Wing,2010-2014,Esophagus,All Ages,Female,6,157631,2.4 (UR),TRUE,(0.9 - 5.8),0.9,5.8
27035,Crow Wing,2010-2014,Leukemia,All Ages,Male,42,156567,19,FALSE,(13.6 - 26.0),13.6,26
27035,Crow Wing,2015-2019,Esophagus,All Ages,Female,5,161303,1.8 (UR),TRUE,(0.6 - 4.9),0.6,4.9
27035,Crow Wing,2005-2009,Leukemia,All Ages,Male,36,152221,20,FALSE,(13.9 - 28.0),13.9,28
27035,Crow Wing,2005-2009,Kidney,All Ages,All,67,306229,17.2,FALSE,(13.2 - 22.0),13.2,22
27035,Crow Wing,2015-2019,Leukemia,All Ages,All,83,321085,16.6,FALSE,(13.0 - 21.1),13,21.1
27035,Crow Wing,2010-2014,Kidney,All Ages,All,88,314198,19.9,FALSE,(15.8 - 24.7),15.8,24.7
27035,Crow Wing,2010-2014,Leukemia,All Ages,All,70,314198,15.3,FALSE,(11.8 - 19.5),11.8,19.5
27035,Crow Wing,2015-2019,Kidney,All Ages,All,90,321085,20.2,FALSE,(16.0 - 25.4),16,25.4
27035,Crow Wing,2005-2009,Leukemia,All Ages,All,59,306229,14.8,FALSE,(11.2 - 19.3),11.2,19.3
27035,Crow Wing,2005-2009,Kidney,All Ages,Male,39,152221,20.9,FALSE,(14.7 - 28.8),14.7,28.8
27035,Crow Wing,2015-2019,Larynx,All Ages,Female,1,161303,0.3 (UR),TRUE,(0.0 - 2.8),0,2.8
27035,Crow Wing,2010-2014,Larynx,All Ages,Female,4,157631,1.6 (UR),TRUE,(0.4 - 4.7),0.4,4.7
27035,Crow Wing,2010-2014,Kidney,All Ages,Male,56,156567,25.9,FALSE,(19.4 - 34.1),19.4,34.1
27035,Crow Wing,2005-2009,Larynx,All Ages,Female,2,154008,1.2 (UR),TRUE,(0.1 - 4.4),0.1,4.4
27035,Crow Wing,2015-2019,Kidney,All Ages,Male,65,159782,30.8,FALSE,(23.2 - 40.1),23.2,40.1
27035,Crow Wing,2005-2009,Thyroid,All Ages,Female,29,154008,17.4,FALSE,(11.4 - 25.4),11.4,25.4
27035,Crow Wing,2015-2019,Larynx,All Ages,Male,13,159782,4.8,FALSE,(2.5 - 8.7),2.5,8.7
27035,Crow Wing,2005-2009,Kidney,All Ages,Female,28,154008,13.7,FALSE,(9.0 - 20.1),9,20.1
27035,Crow Wing,2010-2014,Larynx,All Ages,Male,13,156567,6,FALSE,(3.2 - 10.7),3.2,10.7
27035,Crow Wing,2010-2014,Kidney,All Ages,Female,32,157631,14.4,FALSE,(9.7 - 20.9),9.7,20.9
27035,Crow Wing,2005-2009,Larynx,All Ages,Male,14,152221,7.2,FALSE,(3.9 - 12.4),3.9,12.4
27035,Crow Wing,2015-2019,Kidney,All Ages,Female,25,161303,10.5,FALSE,(6.5 - 16.3),6.5,16.3
27035,Crow Wing,2015-2019,Larynx,All Ages,All,14,321085,2.4,FALSE,(1.3 - 4.4),1.3,4.4
27035,Crow Wing,2015-2019,Breast,50+ years,Female,244,72936,324.1,FALSE,(283.8 - 368.5),283.8,368.5
27035,Crow Wing,2015-2019,Breast,00-49 years,Female,39,88367,46.3,FALSE,(32.9 - 63.3),32.9,63.3
27035,Crow Wing,2010-2014,Breast,50+ years,Female,259,67245,380,FALSE,(334.6 - 429.8),334.6,429.8
27035,Crow Wing,2010-2014,Breast,00-49 years,Female,27,90386,31.7,FALSE,(20.8 - 46.2),20.8,46.2
27035,Crow Wing,2010-2014,Thyroid,All Ages,Female,27,157631,16.9,FALSE,(10.9 - 25.1),10.9,25.1
27035,Crow Wing,2015-2019,Thyroid,All Ages,Female,27,161303,16.6,FALSE,(10.5 - 24.9),10.5,24.9
27035,Crow Wing,2005-2009,Breast,00-49 years,Female,33,93965,32.8,FALSE,(22.5 - 46.4),22.5,46.4
27035,Crow Wing,2005-2009,Breast,50+ years,Female,214,60043,348.3,FALSE,(302.9 - 398.6),302.9,398.6
27037,Dakota,2005-2009,Breast,00-49 years,Female,368,714013,46.9,FALSE,(42.2 - 52.0),42.2,52
27037,Dakota,2015-2019,Thyroid,All Ages,Female,240,1068580,21.8,FALSE,(19.1 - 24.9),19.1,24.9
27037,Dakota,2010-2014,Breast,50+ years,Female,1243,339144,384.6,FALSE,(363.0 - 407.2),363,407.2
27037,Dakota,2015-2019,Breast,00-49 years,Female,373,683434,55.6,FALSE,(50.1 - 61.5),50.1,61.5
27037,Dakota,2005-2009,Breast,50+ years,Female,1025,276580,382.1,FALSE,(358.6 - 406.9),358.6,406.9
27037,Dakota,2010-2014,Breast,00-49 years,Female,334,691099,46,FALSE,(41.1 - 51.2),41.1,51.2
27037,Dakota,2010-2014,Thyroid,All Ages,Female,240,1030243,22.5,FALSE,(19.7 - 25.6),19.7,25.6
27037,Dakota,2015-2019,Breast,50+ years,Female,1451,385146,384.7,FALSE,(364.8 - 405.4),364.8,405.4
27037,Dakota,2015-2019,Mesothelioma,All Ages,All,33,2107265,1.5,FALSE,(1.0 - 2.2),1,2.2
27037,Dakota,2005-2009,Mesothelioma,All Ages,Male,15,959037,2.6,FALSE,(1.4 - 4.2),1.4,4.2
27037,Dakota,2005-2009,Esophagus,All Ages,All,82,1949630,5.2,FALSE,(4.1 - 6.5),4.1,6.5
27037,Dakota,2010-2014,Mesothelioma,All Ages,Male,21,994972,2.8,FALSE,(1.7 - 4.3),1.7,4.3
27037,Dakota,2005-2009,Pancreas,All Ages,All,161,1949630,10,FALSE,(8.5 - 11.7),8.5,11.7
27037,Dakota,2015-2019,Acute myeloid leukemia,All Ages,Male,61,1038685,6.2,FALSE,(4.7 - 8.1),4.7,8.1
27037,Dakota,2015-2019,Pancreas,All Ages,Female,151,1068580,11.9,FALSE,(10.0 - 14.0),10,14
27037,Dakota,2010-2014,Liver and bile duct,All Ages,Male,94,994972,9.8,FALSE,(7.8 - 12.1),7.8,12.1
27037,Dakota,2010-2014,All cancer types combined,All Ages,Female,4789,1030243,435.4,FALSE,(422.9 - 448.3),422.9,448.3
27037,Dakota,2015-2019,Liver and bile duct,All Ages,Male,140,1038685,13,FALSE,(10.8 - 15.4),10.8,15.4
27037,Dakota,2015-2019,Non-Hodgkin lymphoma,All Ages,All,513,2107265,22,FALSE,(20.1 - 24.1),20.1,24.1
27037,Dakota,2005-2009,Leukemia,All Ages,Male,169,959037,23.2,FALSE,(19.6 - 27.1),19.6,27.1
27037,Dakota,2015-2019,Colorectal,All Ages,Female,375,1068580,29.8,FALSE,(26.8 - 33.0),26.8,33
27037,Dakota,2010-2014,Larynx,All Ages,All,49,2025215,2.4,FALSE,(1.8 - 3.2),1.8,3.2
27037,Dakota,2015-2019,Oral and pharyngeal,All Ages,Female,100,1068580,7.4,FALSE,(6.0 - 9.1),6,9.1
27037,Dakota,2005-2009,Acute myeloid leukemia,All Ages,Female,28,990593,3,FALSE,(2.0 - 4.3),2,4.3
27037,Dakota,2010-2014,Kidney,All Ages,Male,238,994972,23.8,FALSE,(20.7 - 27.1),20.7,27.1
27037,Dakota,2005-2009,Liver and bile duct,All Ages,Female,26,990593,2.6,FALSE,(1.7 - 3.8),1.7,3.8
27037,Dakota,2015-2019,Esophagus,All Ages,Female,17,1068580,1.3,FALSE,(0.7 - 2.1),0.7,2.1
27037,Dakota,2010-2014,Larynx,All Ages,Female,6,1030243,0.5 (UR),TRUE,(0.2 - 1.2),0.2,1.2
27037,Dakota,2010-2014,Colorectal,All Ages,Female,338,1030243,31.4,FALSE,(28.1 - 35.0),28.1,35
27037,Dakota,2015-2019,Breast,All Ages,Female,1824,1068580,146.5,FALSE,(139.7 - 153.6),139.7,153.6
27037,Dakota,2010-2014,Oral and pharyngeal,All Ages,Female,74,1030243,6.4,FALSE,(5.0 - 8.2),5,8.2
27037,Dakota,2010-2014,Liver and bile duct,All Ages,Female,32,1030243,2.8,FALSE,(1.9 - 4.0),1.9,4
27037,Dakota,2010-2014,Brain and other nervous system,All Ages,Male,73,994972,7.1,FALSE,(5.5 - 9.0),5.5,9
27037,Dakota,2010-2014,Mesothelioma,All Ages,Female,4,1030243,0.4 (UR),TRUE,(0.1 - 1.0),0.1,1
27037,Dakota,2005-2009,Colorectal,All Ages,Female,399,990593,43.9,FALSE,(39.6 - 48.5),39.6,48.5
27037,Dakota,2010-2014,Acute myeloid leukemia,All Ages,Female,51,1030243,5.1,FALSE,(3.7 - 6.7),3.7,6.7
27037,Dakota,2005-2009,Kidney,All Ages,Female,96,990593,10.4,FALSE,(8.4 - 12.7),8.4,12.7
27037,Dakota,2015-2019,Liver and bile duct,All Ages,Female,61,1068580,4.8,FALSE,(3.6 - 6.2),3.6,6.2
27037,Dakota,2005-2009,Mesothelioma,All Ages,Female,12,990593,1.3,FALSE,(0.7 - 2.3),0.7,2.3
27037,Dakota,2015-2019,Thyroid,All Ages,All,330,2107265,15.1,FALSE,(13.5 - 16.8),13.5,16.8
27037,Dakota,2015-2019,Colorectal,All Ages,Male,466,1038685,44.2,FALSE,(40.2 - 48.6),40.2,48.6
27037,Dakota,2010-2014,Pancreas,All Ages,Female,98,1030243,9.3,FALSE,(7.5 - 11.4),7.5,11.4
27037,Dakota,2005-2009,Oral and pharyngeal,All Ages,Female,65,990593,6.6,FALSE,(5.1 - 8.5),5.1,8.5
27037,Dakota,2010-2014,Leukemia,All Ages,Male,198,994972,21.7,FALSE,(18.6 - 25.0),18.6,25
27037,Dakota,2015-2019,Oral and pharyngeal,All Ages,Male,216,1038685,18.3,FALSE,(15.9 - 21.0),15.9,21
27037,Dakota,2005-2009,Brain and other nervous system,All Ages,Female,47,990593,4.8,FALSE,(3.5 - 6.4),3.5,6.4
27037,Dakota,2010-2014,All cancer types combined,All Ages,Male,4588,994972,495.9,FALSE,(481.0 - 511.2),481,511.2
27037,Dakota,2005-2009,Brain and other nervous system,All Ages,Male,51,959037,5.7,FALSE,(4.2 - 7.5),4.2,7.5
27037,Dakota,2015-2019,All cancer types combined,All Ages,Female,5720,1068580,458.7,FALSE,(446.6 - 471.1),446.6,471.1
27037,Dakota,2015-2019,All cancer types combined,All Ages,All,11438,2107265,484.7,FALSE,(475.6 - 493.9),475.6,493.9
27037,Dakota,2015-2019,Acute myeloid leukemia,All Ages,Female,43,1068580,3.6,FALSE,(2.6 - 4.9),2.6,4.9
27037,Dakota,2015-2019,Larynx,All Ages,Female,14,1068580,1.2,FALSE,(0.6 - 2.0),0.6,2
27037,Dakota,2005-2009,Lung and bronchus,All Ages,All,932,1949630,58.1,FALSE,(54.3 - 62.0),54.3,62
27037,Dakota,2010-2014,Esophagus,All Ages,Female,19,1030243,1.6,FALSE,(1.0 - 2.6),1,2.6
27037,Dakota,2015-2019,Larynx,All Ages,All,58,2107265,2.4,FALSE,(1.8 - 3.1),1.8,3.1
27037,Dakota,2010-2014,Colorectal,All Ages,Male,363,994972,39.5,FALSE,(35.3 - 43.9),35.3,43.9
27037,Dakota,2010-2014,Brain and other nervous system,All Ages,All,142,2025215,6.8,FALSE,(5.7 - 8.1),5.7,8.1
27037,Dakota,2010-2014,Lung and bronchus,All Ages,All,1038,2025215,53.7,FALSE,(50.4 - 57.2),50.4,57.2
27037,Dakota,2015-2019,Leukemia,All Ages,Male,217,1038685,21.5,FALSE,(18.7 - 24.7),18.7,24.7
27037,Dakota,2010-2014,Oral and pharyngeal,All Ages,Male,162,994972,16.1,FALSE,(13.6 - 19.0),13.6,19
27037,Dakota,2005-2009,Bladder,All Ages,All,331,1949630,21,FALSE,(18.7 - 23.5),18.7,23.5
27037,Dakota,2005-2009,Breast,All Ages,Female,1393,990593,139.5,FALSE,(132.1 - 147.2),132.1,147.2
