"Year","StateAbbr","StateDesc","LocationName","DataSource","Category","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","LocationID","CategoryID","MeasureId","DataValueTypeID","Short_Question_Text","Geolocation"
2021,"AK","Alaska","Juneau","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",4.8,NA,NA,4.2,5.5,31973,2110,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-134.1784454 58.3729099)"
2021,"MO","Missouri","Johnson","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.4,NA,NA,4.7,6.3,54150,29101,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-93.8118634 38.741528)"
2021,"MO","Missouri","Perry","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.9,NA,NA,5.1,6.8,18922,29157,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-89.8021249 37.7111296)"
2021,"GA","Georgia","Ware","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.3,NA,NA,7.2,9.4,36033,13299,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-82.4215072 31.050881)"
2021,"KS","Kansas","Stevens","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.4,NA,NA,6.4,8.4,5293,20189,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-101.3172684 37.2017002)"
2021,"LA","Louisiana","St. Bernard","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.5,NA,NA,5.7,7.4,44258,22087,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-89.2634941 29.9181102)"
2021,"CA","California","Sacramento","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",4.9,NA,NA,4.3,5.6,1588921,6067,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-121.3443291 38.4501363)"
2021,"MS","Mississippi","Winston","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.7,NA,NA,5.9,7.5,17596,28159,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-89.0373913 33.0787236)"
2021,"OH","Ohio","Sandusky","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.2,NA,NA,5.4,7.1,58715,39143,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-83.1427763 41.3553193)"
2021,"MN","Minnesota","Mahnomen","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.4,NA,NA,6.5,8.3,5414,27087,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-95.8110885 47.3283866)"
2021,"GA","Georgia","Stephens","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6,NA,NA,5.2,6.8,26865,13257,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-83.2905877 34.5535825)"
2021,"NV","Nevada","Elko","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.7,NA,NA,5,6.5,53915,32007,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-115.3514239 41.1411327)"
2021,"MI","Michigan","Oceana","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.4,NA,NA,7.2,9.6,26815,26127,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.467177 43.6039542)"
2021,"OK","Oklahoma","Stephens","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.4,NA,NA,5.5,7.2,43129,40137,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-97.8556068 34.4813609)"
2021,"IN","Indiana","Clinton","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.9,NA,NA,5.2,6.8,33065,18023,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.4775665 40.305944)"
2021,"MN","Minnesota","Mahnomen","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.5,NA,NA,8.4,10.7,5414,27087,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-95.8110885 47.3283866)"
2021,"LA","Louisiana","West Carroll","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.9,NA,NA,6,7.8,9594,22123,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-91.4519982 32.7924797)"
2021,"KY","Kentucky","Hardin","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.9,NA,NA,5.2,6.8,111607,21093,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-85.9631827 37.6958356)"
2021,"AL","Alabama","Lowndes","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.5,NA,NA,8.3,10.6,9965,1085,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.6505859 32.147888)"
2021,"MS","Mississippi","Panola","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.5,NA,NA,7.5,9.6,32851,28107,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-89.9630654 34.3652052)"
2021,"IN","Indiana","Steuben","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.6,NA,NA,4.8,6.3,34632,18151,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-85.0024051 41.643467)"
2021,"OH","Ohio","Licking","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7,NA,NA,6,8,180401,39089,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-82.4834352 40.0915047)"
2021,"NC","North Carolina","Gaston","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.7,NA,NA,5.9,7.8,230856,37071,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-81.1772556 35.2933443)"
2021,"IL","Illinois","Massac","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.9,NA,NA,5.1,6.8,13960,17127,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-88.7056578 37.216119)"
2021,"NC","North Carolina","Perquimans","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.1,NA,NA,7.9,10.5,13130,37143,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-76.4032445 36.1808969)"
2021,"MO","Missouri","Dent","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.8,NA,NA,8.5,11.2,14432,29065,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-91.4897172 37.6030721)"
2021,"OH","Ohio","Meigs","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",10.1,NA,NA,8.8,11.5,22049,39105,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-82.0283968 39.0898068)"
2021,"OH","Ohio","Guernsey","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.2,NA,NA,8,10.5,38287,39059,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-81.497875 40.0566648)"
2021,"NC","North Carolina","Chatham","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.1,NA,NA,4.4,6,77889,37037,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-79.2514542 35.7049939)"
2021,"MD","Maryland","Charles","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5,NA,NA,4.3,5.6,168698,24017,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-77.0154272 38.4728532)"
2021,"OK","Oklahoma","Choctaw","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.3,NA,NA,6.5,8.3,14307,40023,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-95.5540792 34.0276995)"
2021,"KY","Kentucky","Estill","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.8,NA,NA,6.8,8.8,14092,21065,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-83.9639825 37.6924493)"
2021,"MN","Minnesota","Lyon","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.3,NA,NA,5.4,7.2,25231,27083,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-95.8472678 44.4091953)"
2021,"NY","New York","Madison","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.6,NA,NA,5.7,7.5,67658,36053,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-75.6635749 42.9100255)"
2021,"KS","Kansas","Hamilton","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.9,NA,NA,6.1,8,2484,20075,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-101.7936887 37.9952438)"
2021,"NC","North Carolina","Jackson","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.3,NA,NA,6.4,8.4,43410,37099,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-83.1239657 35.2854541)"
2021,"MD","Maryland","Talbot","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",4.7,NA,NA,4.1,5.4,37626,24041,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-76.1784757 38.7483486)"
2021,"MT","Montana","Carbon","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.5,NA,NA,6.4,8.7,10847,30009,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-109.0285543 45.2244683)"
2021,"KS","Kansas","McPherson","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7,NA,NA,6,8,30146,20113,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-97.6474893 38.395812)"
2021,"MN","Minnesota","Rock","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.1,NA,NA,4.4,5.9,9680,27133,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-96.2632376 43.6695866)"
2021,"IN","Indiana","Decatur","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.7,NA,NA,5.8,7.7,26320,18031,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-85.499831 39.3059799)"
2021,"IL","Illinois","Warren","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.6,NA,NA,4.8,6.4,16531,17187,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-90.6202228 40.8504412)"
2021,"OH","Ohio","Henry","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6,NA,NA,5.2,6.9,27538,39069,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-84.0688996 41.3315843)"
2021,"MO","Missouri","Monroe","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.2,NA,NA,7.8,10.4,8712,29137,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-92.0064582 39.4982695)"
2021,"KS","Kansas","Wabaunsee","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.2,NA,NA,6.3,8.3,6966,20197,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-96.2012619 38.9551537)"
2021,"NJ","New Jersey","Hudson","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",4.9,NA,NA,4.3,5.6,702463,34017,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-74.0786014 40.7313751)"
2021,"AK","Alaska","Southeast Fairbanks","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.6,NA,NA,5.7,7.5,6970,2240,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-143.2186282 63.8649972)"
2021,"OK","Oklahoma","Okfuskee","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.8,NA,NA,8.6,11.1,11197,40107,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-96.3277619 35.466804)"
2021,"MI","Michigan","Livingston","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",4.8,NA,NA,4.2,5.5,195014,26093,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-83.9117183 42.6025316)"
2021,"LA","Louisiana","Caddo","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.8,NA,NA,6.9,8.8,233092,22017,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-93.8849698 32.5801062)"
2021,"IN","Indiana","Martin","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.9,NA,NA,6.8,9.1,9780,18101,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.8018468 38.705322)"
2021,"GA","Georgia","Treutlen","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.6,NA,NA,6.6,8.6,6306,13283,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-82.5708819 32.4095857)"
2021,"CA","California","Solano","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.4,NA,NA,4.7,6.1,451716,6095,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-121.939594 38.2672255)"
2021,"NH","New Hampshire","Rockingham","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",4.4,NA,NA,3.8,5.1,316947,33015,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-71.0990801 42.9886636)"
2021,"AL","Alabama","Chilton","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.9,NA,NA,6.9,9.1,45274,1021,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.7266071 32.8540514)"
2021,"MO","Missouri","Perry","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.7,NA,NA,6.6,8.9,18922,29157,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-89.8021249 37.7111296)"
2021,"IL","Illinois","Jo Daviess","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.3,NA,NA,4.6,6.2,21939,17085,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-90.2114705 42.3623905)"
2021,"IL","Illinois","Pike","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.1,NA,NA,7,9.3,14618,17149,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-90.8890344 39.6251059)"
2021,"OH","Ohio","Wayne","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.2,NA,NA,5.3,7.1,116710,39169,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-81.8871942 40.8296612)"
2021,"IN","Indiana","Morgan","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7,NA,NA,6,8,72206,18109,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.4474573 39.4826458)"
2021,"IL","Illinois","Johnson","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6,NA,NA,5.1,6.9,13463,17087,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-88.8821305 37.4607092)"
2021,"MI","Michigan","Ottawa","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.5,NA,NA,4.8,6.4,299157,26139,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.2193493 43.054969)"
2021,"AL","Alabama","Bullock","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.9,NA,NA,7,8.8,10320,1011,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-85.7172613 32.1017589)"
2021,"MS","Mississippi","DeSoto","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.7,NA,NA,5,6.5,188633,28033,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-89.9912114 34.8749217)"
2021,"MN","Minnesota","Pennington","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.1,NA,NA,4.5,5.9,13780,27113,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-96.0377254 48.069247)"
2021,"MO","Missouri","St. Louis City","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6,NA,NA,5.3,6.7,293310,29510,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-90.2445816 38.6356988)"
2021,"AR","Arkansas","Faulkner","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.9,NA,NA,5.2,6.8,125106,5045,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-92.3369277 35.1465478)"
2021,"GA","Georgia","Miller","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.3,NA,NA,5.6,7.2,5919,13201,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-84.7303983 31.1629309)"
2021,"CA","California","Merced","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6,NA,NA,5.3,6.8,286461,6047,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-120.7228019 37.1948063)"
2021,"AZ","Arizona","La Paz","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.3,NA,NA,5.5,7.1,16408,4012,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-114.038806 33.7276104)"
2021,"OK","Oklahoma","Ellis","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9,NA,NA,7.8,10.3,3762,40045,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-99.7501388 36.2242576)"
2021,"GA","Georgia","Oconee","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",4.4,NA,NA,3.7,5,43023,13219,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-83.4377284 33.8341247)"
2021,"GA","Georgia","Pickens","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.7,NA,NA,4.9,6.5,34024,13227,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-84.4903508 34.4567464)"
2021,"AK","Alaska","Denali","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.6,NA,NA,4.8,6.4,1593,2068,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-150.0270164 63.6820386)"
2021,"NE","Nebraska","Deuel","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.8,NA,NA,7.6,10.2,1865,31049,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-102.332609 41.1119026)"
2021,"NC","North Carolina","Martin","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.5,NA,NA,8.4,10.8,21754,37117,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-77.1196022 35.8473006)"
2021,"IL","Illinois","De Witt","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.4,NA,NA,6.4,8.6,15341,17039,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-88.9018526 40.1814993)"
2021,"IL","Illinois","Gallatin","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.9,NA,NA,7.7,10.2,4903,17059,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-88.2279642 37.7686768)"
2021,"AZ","Arizona","Navajo","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9,NA,NA,8,10.2,108147,4017,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-110.3210248 35.3907852)"
2021,"MS","Mississippi","Sunflower","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.9,NA,NA,7,9,25402,28133,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-90.5950901 33.6055289)"
2021,"NY","New York","St. Lawrence","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6,NA,NA,5.3,6.9,108051,36089,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-75.074311 44.4881125)"
2021,"LA","Louisiana","St. Landry","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.6,NA,NA,7.6,9.8,82071,22097,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-91.9892745 30.5834409)"
2021,"MI","Michigan","Iron","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",10.3,NA,NA,8.8,11.9,11635,26071,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-88.5405261 46.1702542)"
2021,"AL","Alabama","Cherokee","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.7,NA,NA,5.8,7.7,24996,1019,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-85.6542417 34.0695153)"
2021,"PA","Pennsylvania","Erie","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.2,NA,NA,6.2,8.3,269011,42049,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-80.0963858 42.1179519)"
2021,"AL","Alabama","Lee","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.6,NA,NA,4.9,6.4,177218,1081,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-85.3530477 32.6040644)"
2021,"AL","Alabama","Chambers","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.3,NA,NA,7.3,9.4,34541,1017,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-85.3940321 32.9155039)"
2021,"OH","Ohio","Pike","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.6,NA,NA,8.4,11,27089,39131,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-83.0529107 39.0713413)"
2021,"MA","Massachusetts","Nantucket","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.1,NA,NA,4.4,5.9,14491,25019,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-70.1021635 41.2933918)"
2021,"CA","California","Santa Clara","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",3.8,NA,NA,3.3,4.3,1885508,6085,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-121.6895401 37.2216142)"
2021,"NY","New York","Lewis","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.6,NA,NA,4.9,6.4,26573,36049,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-75.4441402 43.7826811)"
2021,"AR","Arkansas","Lafayette","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",11.4,NA,NA,10.1,12.8,6163,5073,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-93.611514 33.2406294)"
2021,"KY","Kentucky","Rockcastle","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.4,NA,NA,8.1,10.7,16115,21203,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-84.3143684 37.3610502)"
2021,"IL","Illinois","Menard","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5,NA,NA,4.3,5.8,12164,17129,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-89.7941326 40.0225693)"
2021,"OR","Oregon","Baker","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.8,NA,NA,5,6.7,16847,41001,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-117.6919334 44.7034268)"
2021,"NE","Nebraska","Boyd","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9,NA,NA,7.7,10.4,1789,31015,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-98.7730221 42.8944477)"
2021,"CO","Colorado","Denver","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",4.4,NA,NA,3.8,5,711463,8031,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-104.8811054 39.7618502)"
2021,"AR","Arkansas","Stone","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.7,NA,NA,6.7,8.8,12481,5137,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-92.1404819 35.8570011)"
2021,"OH","Ohio","Lake","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.2,NA,NA,6.2,8.3,232023,39085,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-81.1973297 41.7781416)"
2021,"LA","Louisiana","St. Landry","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.1,NA,NA,6.3,8.1,82071,22097,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-91.9892745 30.5834409)"
2021,"IN","Indiana","Huntington","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.9,NA,NA,6,8,36717,18069,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-85.4785975 40.8263938)"
