"Year","StateAbbr","StateDesc","LocationName","DataSource","Category","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","Latitude","CategoryID","MeasureId","DataValueTypeID","Short_Question_Text","Geolocatioin"
2018,"IN","Indiana","Kosciusko","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.3,NA,NA,6.6,8.1,79344,41.2445485,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-85.86064749 41.2445485)"
2018,"IN","Indiana","Kosciusko","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.2,NA,NA,5.6,6.8,79344,41.2445485,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-85.86064749 41.2445485)"
2018,"IN","Indiana","LaGrange","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8,NA,NA,7.2,8.9,39330,41.64234778,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-85.42669106 41.64234778)"
2018,"IN","Indiana","LaGrange","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.2,NA,NA,6.5,8,39330,41.64234778,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-85.42669106 41.64234778)"
2018,"IN","Indiana","Lake","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.7,NA,NA,7.1,8.4,484411,41.41492641,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-87.3818402 41.41492641)"
2018,"IN","Indiana","Lake","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.5,NA,NA,6.1,7,484411,41.41492641,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-87.3818402 41.41492641)"
2018,"IN","Indiana","LaPorte","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.5,NA,NA,7.7,9.4,110007,41.54624768,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.73994342 41.54624768)"
2018,"IN","Indiana","LaPorte","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.1,NA,NA,6.5,7.8,110007,41.54624768,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.73994342 41.54624768)"
2018,"IN","Indiana","Lawrence","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.8,NA,NA,8,9.7,45668,38.84115114,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.48319018 38.84115114)"
2018,"IN","Indiana","Lawrence","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.7,NA,NA,6.1,7.4,45668,38.84115114,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.48319018 38.84115114)"
2018,"IN","Indiana","Madison","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.6,NA,NA,7.8,9.4,129641,40.16144939,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-85.7195642 40.16144939)"
2018,"IN","Indiana","Madison","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.1,NA,NA,6.4,7.7,129641,40.16144939,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-85.7195642 40.16144939)"
2018,"IN","Indiana","Marion","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",6.6,NA,NA,6,7.2,954670,39.78178178,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.1385378 39.78178178)"
2018,"IN","Indiana","Marion","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.5,NA,NA,6,7.1,954670,39.78178178,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.1385378 39.78178178)"
2018,"IN","Indiana","Marshall","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.4,NA,NA,7.5,9.3,46248,41.32487399,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.26179966 41.32487399)"
2018,"IN","Indiana","Marshall","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.7,NA,NA,6.1,7.4,46248,41.32487399,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.26179966 41.32487399)"
2018,"IN","Indiana","Martin","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9,NA,NA,8.2,10,10217,38.70858739,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.80282124 38.70858739)"
2018,"IN","Indiana","Martin","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.9,NA,NA,6.3,7.6,10217,38.70858739,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.80282124 38.70858739)"
2018,"IN","Indiana","Miami","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.9,NA,NA,8.1,9.8,35567,40.76960427,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.04512696 40.76960427)"
2018,"IN","Indiana","Miami","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.5,NA,NA,6.9,8.3,35567,40.76960427,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.04512696 40.76960427)"
2018,"IN","Indiana","Monroe","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.7,NA,NA,5.2,6.3,146917,39.16111024,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.52317588 39.16111024)"
2018,"IN","Indiana","Monroe","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.6,NA,NA,6,7.3,146917,39.16111024,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.52317588 39.16111024)"
2018,"IN","Indiana","Montgomery","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8,NA,NA,7.2,8.8,38346,40.04033554,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.89313068 40.04033554)"
2018,"IN","Indiana","Montgomery","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.4,NA,NA,5.9,7.1,38346,40.04033554,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.89313068 40.04033554)"
2018,"IN","Indiana","Morgan","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.8,NA,NA,7,8.6,70116,39.48183246,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.44627913 39.48183246)"
2018,"IN","Indiana","Morgan","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.4,NA,NA,5.8,7,70116,39.48183246,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.44627913 39.48183246)"
2018,"IN","Indiana","Newton","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.2,NA,NA,8.3,10.1,14011,40.95577159,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-87.3978017 40.95577159)"
2018,"IN","Indiana","Newton","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.1,NA,NA,6.5,7.7,14011,40.95577159,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-87.3978017 40.95577159)"
2018,"IN","Indiana","Noble","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.6,NA,NA,6.9,8.4,47532,41.39833847,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-85.41728883 41.39833847)"
2018,"IN","Indiana","Noble","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.5,NA,NA,5.9,7.1,47532,41.39833847,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-85.41728883 41.39833847)"
2018,"IN","Indiana","Ohio","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.3,NA,NA,7.5,9.2,5844,38.94997094,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-84.96468041 38.94997094)"
2018,"IN","Indiana","Ohio","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6,NA,NA,5.5,6.6,5844,38.94997094,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-84.96468041 38.94997094)"
2018,"IN","Indiana","Orange","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.7,NA,NA,8.8,10.7,19489,38.54117054,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.49532745 38.54117054)"
2018,"IN","Indiana","Orange","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.5,NA,NA,6.8,8.2,19489,38.54117054,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.49532745 38.54117054)"
2018,"IN","Indiana","Owen","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.4,NA,NA,8.5,10.3,20845,39.31265802,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.83767189 39.31265802)"
2018,"IN","Indiana","Owen","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.3,NA,NA,6.6,8,20845,39.31265802,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.83767189 39.31265802)"
2018,"IN","Indiana","Parke","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.9,NA,NA,8,9.8,16927,39.77372635,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-87.20681006 39.77372635)"
2018,"IN","Indiana","Parke","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7,NA,NA,6.4,7.7,16927,39.77372635,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-87.20681006 39.77372635)"
2018,"IN","Indiana","Perry","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.6,NA,NA,7.7,9.4,19102,38.07979649,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.6382075 38.07979649)"
2018,"IN","Indiana","Perry","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.9,NA,NA,6.3,7.6,19102,38.07979649,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.6382075 38.07979649)"
2018,"IN","Indiana","Pike","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.9,NA,NA,8,9.9,12410,38.39837363,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-87.23212087 38.39837363)"
2018,"IN","Indiana","Pike","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.7,NA,NA,6.1,7.4,12410,38.39837363,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-87.23212087 38.39837363)"
2018,"IN","Indiana","Porter","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7,NA,NA,6.3,7.7,169594,41.46088039,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-87.06742642 41.46088039)"
2018,"IN","Indiana","Porter","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6,NA,NA,5.4,6.6,169594,41.46088039,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-87.06742642 41.46088039)"
2018,"IN","Indiana","Posey","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.7,NA,NA,7,8.6,25540,38.02422595,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-87.86549926 38.02422595)"
2018,"IN","Indiana","Posey","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.1,NA,NA,5.5,6.7,25540,38.02422595,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-87.86549926 38.02422595)"
2018,"IN","Indiana","Pulaski","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9,NA,NA,8.1,9.9,12469,41.04179355,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.69884167 41.04179355)"
2018,"IN","Indiana","Pulaski","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7,NA,NA,6.3,7.6,12469,41.04179355,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.69884167 41.04179355)"
2018,"IN","Indiana","Putnam","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.3,NA,NA,6.6,8,37779,39.66638181,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.84504823 39.66638181)"
2018,"IN","Indiana","Putnam","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.5,NA,NA,6,7.1,37779,39.66638181,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.84504823 39.66638181)"
2018,"IN","Indiana","Randolph","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.4,NA,NA,8.4,10.3,24851,40.15737546,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-85.01133381 40.15737546)"
2018,"IN","Indiana","Randolph","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.1,NA,NA,6.4,7.8,24851,40.15737546,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-85.01133381 40.15737546)"
2018,"IN","Indiana","Ripley","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8,NA,NA,7.2,8.8,28523,39.10348437,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-85.26223182 39.10348437)"
2018,"IN","Indiana","Ripley","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.4,NA,NA,5.9,7,28523,39.10348437,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-85.26223182 39.10348437)"
2018,"IN","Indiana","Rush","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.9,NA,NA,8,9.8,16663,39.62000981,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-85.46569307 39.62000981)"
2018,"IN","Indiana","Rush","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7,NA,NA,6.4,7.7,16663,39.62000981,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-85.46569307 39.62000981)"
2018,"IN","Indiana","St. Joseph","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.2,NA,NA,6.5,7.9,270771,41.61670681,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.28991252 41.61670681)"
2018,"IN","Indiana","St. Joseph","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.4,NA,NA,5.8,7,270771,41.61670681,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.28991252 41.61670681)"
2018,"IN","Indiana","Scott","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.6,NA,NA,7.8,9.4,23878,38.68534147,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-85.74729208 38.68534147)"
2018,"IN","Indiana","Scott","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.2,NA,NA,6.6,7.9,23878,38.68534147,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-85.74729208 38.68534147)"
2018,"IN","Indiana","Shelby","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.9,NA,NA,7,8.8,44593,39.52322427,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-85.79159084 39.52322427)"
2018,"IN","Indiana","Shelby","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.4,NA,NA,5.8,7.1,44593,39.52322427,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-85.79159084 39.52322427)"
2018,"IN","Indiana","Spencer","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.3,NA,NA,7.6,9.1,20327,38.01412885,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-87.00810471 38.01412885)"
2018,"IN","Indiana","Spencer","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.4,NA,NA,5.8,7,20327,38.01412885,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-87.00810471 38.01412885)"
2018,"IN","Indiana","Starke","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.1,NA,NA,8.3,10,22935,41.28096496,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.64777783 41.28096496)"
2018,"IN","Indiana","Starke","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.2,NA,NA,6.6,7.9,22935,41.28096496,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.64777783 41.28096496)"
2018,"IN","Indiana","Steuben","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.3,NA,NA,7.4,9.2,34586,41.64408329,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-85.00106921 41.64408329)"
2018,"IN","Indiana","Steuben","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.4,NA,NA,5.8,7.1,34586,41.64408329,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-85.00106921 41.64408329)"
2018,"IN","Indiana","Sullivan","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.3,NA,NA,7.6,9.1,20690,39.0890832,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-87.4140086 39.0890832)"
2018,"IN","Indiana","Sullivan","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.1,NA,NA,6.5,7.7,20690,39.0890832,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-87.4140086 39.0890832)"
2018,"IN","Indiana","Switzerland","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",9.6,NA,NA,8.7,10.5,10717,38.82629425,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-85.03664271 38.82629425)"
2018,"IN","Indiana","Switzerland","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7.7,NA,NA,7.1,8.4,10717,38.82629425,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-85.03664271 38.82629425)"
2018,"IN","Indiana","Tippecanoe","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",5.4,NA,NA,4.9,5.9,193048,40.38870976,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.8940701 40.38870976)"
2018,"IN","Indiana","Tippecanoe","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.3,NA,NA,5.7,7,193048,40.38870976,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.8940701 40.38870976)"
2018,"IN","Indiana","Tipton","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.4,NA,NA,7.5,9.4,15128,40.31110579,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.05218508 40.31110579)"
2018,"IN","Indiana","Tipton","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.3,NA,NA,5.7,7,15128,40.31110579,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.05218508 40.31110579)"
2018,"IN","Indiana","Union","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.5,NA,NA,7.7,9.4,7037,39.62555022,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-84.92480221 39.62555022)"
2018,"IN","Indiana","Union","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.7,NA,NA,6.1,7.4,7037,39.62555022,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-84.92480221 39.62555022)"
2018,"IN","Indiana","Vanderburgh","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.6,NA,NA,6.9,8.5,180974,38.02515742,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-87.58610192 38.02515742)"
2018,"IN","Indiana","Vanderburgh","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.6,NA,NA,6,7.3,180974,38.02515742,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-87.58610192 38.02515742)"
2018,"IN","Indiana","Vermillion","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.7,NA,NA,8,9.6,15479,39.85408373,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-87.46414168 39.85408373)"
2018,"IN","Indiana","Vermillion","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.8,NA,NA,6.2,7.4,15479,39.85408373,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-87.46414168 39.85408373)"
2018,"IN","Indiana","Vigo","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.6,NA,NA,6.8,8.4,107386,39.4307138,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-87.38970625 39.4307138)"
2018,"IN","Indiana","Vigo","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7,NA,NA,6.3,7.7,107386,39.4307138,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-87.38970625 39.4307138)"
2018,"IN","Indiana","Wabash","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.7,NA,NA,7.8,9.6,31280,40.84586409,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-85.79403759 40.84586409)"
2018,"IN","Indiana","Wabash","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.6,NA,NA,6,7.2,31280,40.84586409,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-85.79403759 40.84586409)"
2018,"IN","Indiana","Warren","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.3,NA,NA,7.5,9.2,8263,40.3466672,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-87.35353232 40.3466672)"
2018,"IN","Indiana","Warren","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.2,NA,NA,5.6,6.8,8263,40.3466672,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-87.35353232 40.3466672)"
2018,"IN","Indiana","Warrick","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7,NA,NA,6.2,7.8,62567,38.09221599,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-87.27220106 38.09221599)"
2018,"IN","Indiana","Warrick","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",5.7,NA,NA,5.1,6.3,62567,38.09221599,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-87.27220106 38.09221599)"
2018,"IN","Indiana","Washington","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.4,NA,NA,7.6,9.3,27943,38.59984583,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.1051501 38.59984583)"
2018,"IN","Indiana","Washington","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",7,NA,NA,6.3,7.6,27943,38.59984583,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.1051501 38.59984583)"
2018,"IN","Indiana","Wayne","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.7,NA,NA,7.9,9.6,65936,39.86428776,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-85.00999792 39.86428776)"
2018,"IN","Indiana","Wayne","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.9,NA,NA,6.3,7.5,65936,39.86428776,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-85.00999792 39.86428776)"
2018,"IN","Indiana","Wells","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8,NA,NA,7.3,8.8,28206,40.72910808,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-85.22138963 40.72910808)"
2018,"IN","Indiana","Wells","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.3,NA,NA,5.7,6.9,28206,40.72910808,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-85.22138963 40.72910808)"
2018,"IN","Indiana","White","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",8.4,NA,NA,7.6,9.4,24133,40.74992374,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-86.86541019 40.74992374)"
2018,"IN","Indiana","White","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Age-adjusted prevalence",6.4,NA,NA,5.8,7,24133,40.74992374,"HLTHOUT","CHD","AgeAdjPrv","Coronary Heart Disease","POINT (-86.86541019 40.74992374)"
2018,"IN","Indiana","Whitley","BRFSS","Health Outcomes","Coronary heart disease among adults aged >=18 years","%","Crude prevalence",7.5,NA,NA,6.8,8.4,34074,41.13930903,"HLTHOUT","CHD","CrdPrv","Coronary Heart Disease","POINT (-85.50505034 41.13930903)"
